,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
1136,0,1,0,0,1,1,1,1,8,1,8,0,4,1,0.44,8,2,2,2,2,1,N
1137,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
1138,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
1139,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
1140,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
1141,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
1142,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
1143,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
1144,0,3,0,0,2,1,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,3,5,2,5,0,N
1145,0,5,4,0,3,3,3,1,15.9,5.79,532.29,0.03,23,0.17,29.57,92,9,14,7,9,5,N
1146,0,5,5,0,3,3,3,2,16.59,5.79,555.43,0.03,24,0.17,30.86,96,9,15,7,9,7,N
1147,0,9,16,1,5,4,1,2,13.97,34.36,16494.55,0.16,96,0.03,916.36,480,36,60,11,21,18,N
1148,0,1,2,0,1,1,1,2,7.2,2.5,45,0.01,9,0.4,2.5,18,5,4,2,2,4,N
1149,0,7,9,1,4,4,1,3,18.47,17,5338.7,0.1,64,0.06,296.59,314.04,26,38,13,17,12,N
1150,0,13,15,1,7,7,1,2,20.11,31.88,20434.13,0.21,124,0.03,1135.23,641.07,51,73,16,20,17,N
1151,0,7,9,1,4,4,1,3,18.18,17,5255.28,0.1,63,0.06,291.96,309.13,26,37,13,17,12,N
1152,0,7,10,1,4,4,1,3,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,26,49,9,17,13,N
1153,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
1154,0,1,0,0,1,1,1,1,21,0.67,9.33,0,7,1.5,0.52,14,4,3,3,1,1,N
1155,0,1,0,0,1,1,1,1,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,5,4,4,1,1,N
1156,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
1157,0,1,0,0,1,1,1,1,21,0.67,9.33,0,7,1.5,0.52,14,4,3,3,1,1,N
1158,0,1,0,0,1,1,1,1,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,5,4,4,1,1,N
1159,0,3,1,0,2,1,1,1,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,3,5,2,5,2,N
1160,0,1,2,0,1,1,1,1,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,3,N
1161,0,7,6,0,4,4,1,1,12.38,20,4951.76,0.08,54,0.05,275.1,247.59,24,30,9,15,7,N
1162,0,7,8,0,4,4,1,2,14.11,15.17,3246.47,0.07,48,0.07,180.36,214.05,21,27,9,13,10,N
1163,0,5,3,0,3,2,3,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,8,15,5,12,4,N
1164,0,3,4,0,2,2,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,6,10,5,7,5,N
1165,0,3,4,0,2,2,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,6,10,5,7,5,N
1166,0,7,14,1,4,3,1,2,11.91,27.44,8971.59,0.11,68,0.04,498.42,326.9,26,42,9,19,16,N
1167,0,5,6,0,3,3,1,1,13.75,16,3521.25,0.07,48,0.06,195.63,220.08,16,32,8,16,7,N
1168,0,3,5,0,2,2,1,2,13.02,7.5,732.54,0.03,25,0.13,40.7,97.67,10,15,6,9,7,N
1169,0,11,20,5,6,5,1,4,17.24,24.19,10090.27,0.14,85,0.04,560.57,417.09,37,48,13,17,24,N
1170,0,1,2,0,1,1,1,1,6,2,24,0,6,0.5,1.33,12,4,2,2,2,3,N
1171,0,5,8,1,3,3,1,3,8.83,23.14,4728.77,0.07,44,0.04,262.71,204.33,18,26,7,18,11,N
1172,0,5,9,1,3,3,1,3,10.22,20.64,4353.75,0.07,46,0.05,241.87,210.91,17,29,7,17,12,N
1173,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
1174,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
1175,0,1,5,2,1,1,1,1,33.76,10.04,3402.2,0.11,76,0.1,189.01,338.92,29,47,13,9,6,N
1176,0,1,7,4,1,1,1,1,30.83,5,770.77,0.05,43,0.2,42.82,154.15,14,29,7,5,8,N
1177,0,3,4,5,2,1,1,1,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,5,10,4,7,5,N
1178,0,7,21,48,5,5,1,3,26.15,12.5,4086.25,0.11,68,0.08,227.01,326.9,25,43,14,14,24,N
1179,0,9,25,16,8,8,1,2,33.22,12.79,5437.5,0.14,85,0.08,302.08,425,29,56,17,15,27,N
1180,0,17,36,16,11,10,1,6,28.41,29.76,25170.95,0.28,160,0.03,1398.39,845.66,46,114,17,22,42,N
1181,0,78,155,65,51,48,1,5,56.51,82.88,388174.15,1.56,699,0.01,21565.23,4683.61,209,490,58,46,160,N
1182,0,1,1,2,1,1,1,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,N
1183,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1184,0,11,26,44,7,6,1,6,25.22,17.4,7636.2,0.15,87,0.06,424.23,438.86,29,58,15,18,32,N
1185,0,1,3,2,1,1,1,1,12.56,5.6,393.73,0.02,19,0.18,21.87,70.31,7,12,5,8,4,N
1186,0,1,3,1,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
1187,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1188,0,1,20,28,1,1,1,1,89.55,10.2,9316.65,0.3,190,0.1,517.59,913.4,51,139,20,8,21,N
1189,0,3,5,4,2,1,1,2,8.52,12,1226.24,0.03,25,0.08,68.12,102.19,10,15,5,12,7,N
1190,0,3,4,2,2,1,1,1,13.44,4,215.1,0.02,15,0.25,11.95,53.77,4,11,4,8,5,N
1191,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1192,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1193,0,1,2,2,1,1,1,1,11.63,2,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,N
1194,0,3,17,31,2,2,1,3,64.18,9.71,6045.7,0.21,131,0.1,335.87,622.89,33,98,17,10,20,N
1195,0,3,3,7,2,2,1,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,6,11,5,8,4,N
1196,0,1,5,26,1,1,1,1,27.25,2.5,170.29,0.02,19,0.4,9.46,68.11,7,12,7,5,6,N
1197,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1198,0,1,13,2,1,1,1,1,48.16,10,4816.19,0.16,108,0.1,267.57,481.62,35,73,14,8,14,N
1199,0,3,7,26,2,1,1,2,22.53,16.25,5949.55,0.12,77,0.06,330.53,366.13,35,42,14,13,9,N
1200,0,3,5,19,2,2,1,2,19.64,5.5,594,0.04,27,0.18,33,108,11,16,8,8,7,N
1201,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1202,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1203,0,3,4,6,2,2,1,2,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,5,9,4,6,6,N
1204,0,3,4,6,2,2,1,2,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,5,9,4,6,6,N
1205,0,1,3,2,1,1,1,1,21.43,4.38,410.22,0.03,24,0.23,22.79,93.77,10,14,8,7,4,N
1206,0,1,3,3,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
1207,0,5,7,25,3,1,1,4,16,9,1296,0.05,36,0.11,72,144,14,22,7,9,11,N
1208,0,1,5,27,1,1,1,1,16.11,10.63,1818.74,0.06,54,0.09,101.04,171.18,17,37,4,5,6,N
1209,0,1,7,14,1,1,1,1,26.79,4.81,620.46,0.04,33,0.21,34.47,128.93,11,22,8,7,8,N
1210,0,1,7,16,1,1,1,1,28.81,4.5,583.46,0.04,30,0.22,32.4,129.66,11,19,11,9,8,N
1211,0,1,5,7,1,1,1,1,41.63,2.22,205.58,0.03,25,0.45,11.42,92.51,10,15,9,4,6,N
1212,0,1,7,24,1,1,1,1,17.88,7.43,986.77,0.04,34,0.13,54.82,132.83,13,21,7,8,8,N
1213,0,1,8,33,1,1,1,1,38.21,8.4,2695.96,0.11,70,0.12,149.78,320.95,28,42,15,9,9,N
1214,0,1,4,11,1,1,1,1,12.6,8,806.51,0.03,39,0.13,44.81,100.81,8,31,2,4,5,N
1215,0,1,1,4,1,1,1,1,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,4,7,4,7,2,N
1216,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1217,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1218,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1219,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1220,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1221,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1222,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1223,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1224,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1225,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1226,0,1,2,2,1,1,1,1,11.63,2,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,N
1227,0,1,12,8,1,1,1,1,45.31,8.86,3554.8,0.13,90,0.11,197.49,401.35,31,59,14,8,13,N
1228,0,7,13,55,4,4,1,4,42,5.6,1317.26,0.08,52,0.18,73.18,235.23,21,31,15,8,17,N
1229,0,1,1,0,1,1,1,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,2,N
1230,0,1,2,0,1,1,1,1,7.11,4,113.74,0.01,11,0.25,6.32,28.43,4,7,2,4,3,N
1231,0,1,2,6,1,1,1,1,14.28,4,228.44,0.02,15,0.25,12.69,57.11,6,9,6,8,3,N
1232,0,1,2,6,1,1,1,1,14.28,4,228.44,0.02,15,0.25,12.69,57.11,6,9,6,8,3,N
1233,0,5,23,56,3,3,1,5,29.77,19.12,10881.75,0.19,116,0.05,604.54,569.2,50,66,17,13,28,N
1234,0,1,1,1,1,1,1,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,N
1235,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1236,0,1,1,1,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,2,N
1237,0,1,3,3,1,1,1,1,10.04,5,250.95,0.02,14,0.2,13.94,50.19,5,9,4,8,4,N
1238,0,1,3,4,1,1,1,1,10.04,5,250.95,0.02,14,0.2,13.94,50.19,5,9,4,8,4,N
1239,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1240,0,1,1,2,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,2,N
1241,0,1,5,2,1,1,1,1,13.69,6.25,534.92,0.03,27,0.16,29.72,85.59,10,17,4,5,6,N
1242,0,1,1,5,1,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
1243,0,1,2,6,1,1,1,1,14.28,4,228.44,0.02,15,0.25,12.69,57.11,6,9,6,8,3,N
1244,0,1,2,6,1,1,1,1,14.28,4,228.44,0.02,15,0.25,12.69,57.11,6,9,6,8,3,N
1245,0,1,2,2,1,1,1,1,11.47,5,286.8,0.02,16,0.2,15.93,57.36,5,11,4,8,3,N
1246,0,1,3,9,1,1,1,1,13.02,6,468.83,0.03,20,0.17,26.05,78.14,8,12,6,9,4,N
1247,0,3,9,16,2,1,1,2,24.04,10.4,2599.82,0.08,52,0.1,144.43,249.98,24,28,15,13,11,N
1248,0,1,7,18,1,1,1,1,17.12,10.5,1887.03,0.06,46,0.1,104.83,179.72,14,32,6,9,8,N
1249,0,1,1,1,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
1250,0,1,4,10,1,1,1,1,16.3,4.08,271.98,0.02,18,0.24,15.11,66.61,7,11,6,7,5,N
1251,0,7,26,36,6,1,1,2,38.32,15.4,9088.24,0.2,116,0.06,504.9,590.15,44,72,20,14,28,N
1252,0,1,3,1,1,1,1,1,19.37,5,484.32,0.03,28,0.2,26.91,96.86,12,16,6,5,4,N
1253,0,3,3,6,2,1,1,2,10,9.9,980.01,0.03,26,0.1,54.45,98.99,11,15,5,9,5,N
1254,0,1,3,6,1,1,1,1,19.19,7.71,1141.85,0.05,40,0.13,63.44,148.02,18,22,7,6,4,Y
1255,0,3,16,40,2,1,1,1,26.21,22.13,12827.76,0.19,132,0.05,712.65,579.79,59,73,12,9,17,N
1256,0,3,4,7,2,2,1,2,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,5,9,4,6,6,N
1257,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1258,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1259,0,1,4,4,1,1,1,1,18.49,7,906.15,0.04,34,0.14,50.34,129.44,14,20,7,7,5,N
1260,0,1,3,3,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
1261,0,3,5,18,2,1,1,2,16.75,7.5,942.32,0.04,33,0.13,52.35,125.64,15,18,7,7,7,N
1262,0,9,17,38,5,3,1,7,17.27,20.42,7197.55,0.12,75,0.05,399.86,352.53,35,40,12,14,24,N
1263,0,7,5,12,4,1,1,1,10.68,15,2402.74,0.05,41,0.07,133.49,160.18,15,26,5,10,6,N
1264,0,5,9,4,3,1,1,1,8.15,11,985.86,0.03,25,0.09,54.77,89.62,11,14,4,8,10,N
1265,0,5,6,4,3,2,3,1,13.22,5.6,414.45,0.02,20,0.18,23.02,74.01,7,13,5,8,7,N
1266,0,5,8,27,3,1,1,3,9.03,18.67,3146.36,0.06,39,0.05,174.8,168.56,16,23,6,14,11,N
1267,0,5,7,6,3,1,3,3,12.38,9.43,1100.86,0.04,28,0.11,61.16,116.76,12,16,7,11,10,N
1268,0,20,44,91,12,9,1,6,35.3,23.76,19928.53,0.28,151,0.04,1107.14,838.74,54,97,25,22,50,N
1269,0,7,7,7,4,1,1,4,14.31,13.81,2730.1,0.07,45,0.07,151.67,197.65,17,28,8,13,11,N
1270,0,3,10,40,2,2,1,2,33.1,7.86,2043.3,0.09,56,0.13,113.52,260.06,20,36,14,11,12,N
1271,0,1,5,17,1,1,1,1,19.04,5,475.92,0.03,25,0.2,26.44,95.18,10,15,7,7,6,N
1272,0,7,18,40,5,5,1,3,24.19,12.38,3709.91,0.1,63,0.08,206.11,299.56,23,40,13,14,21,N
1273,0,1,1,1,1,1,1,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,N
1274,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1275,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1276,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1277,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1278,0,9,25,17,8,8,1,2,33.22,12.79,5437.5,0.14,85,0.08,302.08,425,29,56,17,15,27,N
1279,0,1,4,3,1,1,1,1,15.58,7.33,837.62,0.04,30,0.14,46.53,114.22,11,19,6,8,5,N
1280,0,1,3,1,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
1281,0,1,9,10,1,1,1,1,33.42,6.36,1353.33,0.07,51,0.16,75.19,212.67,20,31,11,7,10,N
1282,0,11,16,57,6,5,1,8,36.62,7.08,1833.96,0.09,59,0.14,101.89,259.14,23,36,13,8,24,N
1283,0,11,16,26,6,2,6,5,20.52,18,6647.55,0.12,72,0.06,369.31,369.31,27,45,15,20,21,N
1284,0,3,4,21,2,1,1,2,14.23,9.38,1250.98,0.04,32,0.11,69.5,133.44,15,17,8,10,6,N
1285,0,3,3,8,2,1,1,2,10.98,11.92,1558.69,0.04,32,0.08,86.59,130.8,13,19,6,11,5,N
1286,0,5,14,20,3,3,1,4,23.56,9.73,2230.76,0.08,50,0.1,123.93,229.25,23,27,13,11,18,N
1287,0,7,13,29,4,1,1,4,15.61,26,10551.02,0.14,91,0.04,586.17,405.81,36,55,9,13,17,N
1288,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1289,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1290,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1291,0,5,7,8,3,3,1,3,19.12,4.5,387.18,0.03,24,0.22,21.51,86.04,9,15,6,6,10,N
1292,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1293,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1294,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1295,0,3,4,7,2,2,1,2,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,5,9,4,6,6,N
1296,0,1,15,11,1,1,1,1,48.11,11.29,6136.45,0.18,117,0.09,340.91,543.33,48,69,17,8,16,N
1297,0,3,4,7,2,2,1,1,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,5,N
1298,0,1,1,2,1,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
1299,0,9,17,21,5,2,1,4,16.75,20.67,7153.34,0.12,72,0.05,397.41,346.13,31,41,12,16,21,N
1300,0,3,4,9,2,2,1,2,14.24,6.86,669.75,0.03,25,0.15,37.21,97.67,12,13,7,8,6,N
1301,0,1,4,7,1,1,1,1,9.56,7.5,537.74,0.02,20,0.13,29.87,71.7,5,15,3,9,5,N
1302,0,13,13,19,7,2,1,2,14.84,22.22,7326.97,0.11,71,0.05,407.05,329.71,25,46,9,16,15,N
1303,0,1,2,11,1,1,1,1,14.28,4,228.44,0.02,15,0.25,12.69,57.11,6,9,6,8,3,N
1304,0,1,2,11,1,1,1,1,14.28,4,228.44,0.02,15,0.25,12.69,57.11,6,9,6,8,3,N
1305,0,5,8,25,3,1,1,4,18.17,9,1471.49,0.05,40,0.11,81.75,163.5,16,24,8,9,12,N
1306,0,5,11,23,3,2,1,3,16.64,8.94,1328.8,0.05,35,0.11,73.82,148.68,13,22,8,11,14,N
1307,0,7,18,40,5,5,1,3,24.19,12.38,3709.91,0.1,63,0.08,206.11,299.56,23,40,13,14,21,N
1308,0,1,1,1,1,1,1,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,N
1309,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1310,0,12,29,19,10,9,1,2,35.76,13.5,6517.93,0.16,92,0.07,362.11,482.81,30,62,20,18,31,N
1311,0,1,3,2,1,1,1,1,12.56,5.6,393.73,0.02,19,0.18,21.87,70.31,7,12,5,8,4,N
1312,0,1,3,1,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
1313,0,1,3,8,1,1,1,1,17.13,4,274.13,0.02,18,0.25,15.23,68.53,6,12,6,8,4,N
1314,0,5,7,26,3,1,3,3,20.04,7.33,1077.6,0.05,34,0.14,59.87,146.95,12,22,9,11,10,N
1315,0,13,19,36,7,2,7,5,22.47,19.15,8239.54,0.14,82,0.05,457.75,430.33,31,51,17,21,24,N
1316,0,3,4,12,2,1,1,2,14.3,6.29,564.82,0.03,23,0.16,31.38,89.86,11,12,7,8,6,N
1317,0,3,4,10,2,1,1,1,13.1,6.86,616.17,0.03,23,0.15,34.23,89.86,12,11,7,8,5,N
1318,0,3,6,24,2,2,1,2,18.73,15,4214.16,0.09,63,0.07,234.12,280.94,30,33,11,11,8,N
1319,0,1,4,2,1,1,1,1,28,1.5,63,0.01,14,0.67,3.5,42,5,9,5,3,5,N
1320,0,7,13,26,4,3,1,4,19.64,16.14,5125.38,0.11,66,0.06,284.74,317.29,28,38,13,15,17,N
1321,0,3,26,17,2,1,1,2,23.26,51,60496.65,0.4,266,0.02,3360.92,1186.21,102,164,11,11,28,N
1322,0,1,6,41,1,1,1,1,44.59,3.41,518.17,0.05,38,0.29,28.79,152,15,23,11,5,7,N
1323,0,3,12,35,2,2,1,2,15.99,30.55,14925.04,0.16,108,0.03,829.17,488.54,47,61,10,13,14,N
1324,0,3,4,8,2,1,1,2,12.96,7.71,771.43,0.03,25,0.13,42.86,100,12,13,7,9,6,N
1325,0,3,4,4,2,2,1,1,14.04,2,56.15,0.01,10,0.5,3.12,28.07,3,7,3,4,5,N
1326,0,11,16,30,6,2,1,5,16.79,21,7403.19,0.12,75,0.05,411.29,352.53,36,39,12,14,21,N
1327,0,1,1,1,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1328,0,1,1,1,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1329,0,1,1,1,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1330,0,1,1,1,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1331,0,1,1,1,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1332,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1333,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1334,0,1,1,1,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1335,0,3,5,4,2,1,1,2,11.34,9.8,1089.11,0.04,31,0.1,60.51,111.13,14,17,5,7,7,N
1336,0,1,2,2,1,1,1,1,11.63,2,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,N
1337,0,1,3,1,1,1,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
1338,0,1,2,7,1,1,1,1,14.4,3,129.56,0.01,13,0.33,7.2,43.19,4,9,4,6,3,N
1339,0,1,6,31,1,1,1,1,34.59,2,138.38,0.02,20,0.5,7.69,69.19,7,13,7,4,7,N
1340,0,7,9,43,4,2,1,3,16.8,8.33,1166.67,0.05,35,0.12,64.81,140,10,25,6,10,12,N
1341,0,11,14,32,6,4,4,5,23.81,12.12,3494.58,0.1,60,0.08,194.14,288.44,21,39,13,15,19,N
1342,0,1,1,2,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
1343,0,9,11,14,5,1,1,1,12.69,14.4,2631.64,0.06,48,0.07,146.2,182.75,16,32,5,9,12,N
1344,0,7,9,17,4,1,1,2,15.85,10,1584.57,0.05,38,0.1,88.03,158.46,16,22,8,10,11,N
1345,0,1,2,3,1,1,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,3,N
1346,0,9,6,17,5,1,1,3,10.89,19.5,4141.72,0.07,50,0.05,230.1,212.4,18,32,6,13,9,N
1347,0,1,3,16,1,1,1,1,17.3,3,155.67,0.02,15,0.33,8.65,51.89,5,10,5,6,4,N
1348,0,1,2,2,1,1,1,1,12,2.5,75,0.01,10,0.4,4.17,30,3,7,3,5,3,N
1349,0,1,2,2,1,1,1,1,12,2.5,75,0.01,10,0.4,4.17,30,3,7,3,5,3,N
1350,0,1,1,1,1,1,1,1,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1351,0,1,1,1,1,1,1,1,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1352,0,1,1,1,1,1,1,1,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1353,0,1,1,1,1,1,1,1,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1354,0,1,2,2,1,1,1,1,16.5,2,66,0.01,11,0.5,3.67,33,4,7,4,4,3,N
1355,0,1,4,20,1,1,1,1,23.44,3,210.93,0.02,19,0.33,11.72,70.31,7,12,7,6,5,N
1356,0,1,2,2,1,1,1,1,8.4,4,134.42,0.01,13,0.25,7.47,33.6,4,9,2,4,3,N
1357,0,1,2,2,1,1,1,1,8.4,4,134.42,0.01,13,0.25,7.47,33.6,4,9,2,4,3,N
1358,0,1,1,1,1,1,1,1,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1359,0,1,1,1,1,1,1,1,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1360,0,1,1,1,1,1,1,1,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,2,N
1361,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1362,0,1,1,2,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1363,0,1,1,2,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1364,0,1,1,1,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
1365,0,1,1,1,1,1,1,1,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,6,1,5,2,N
